nct_id,phase,start_date,enrollment_type,name,official_title,brief_title,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT03065400,Phase 2,14/06/2017,Actual,pembrolizumab,PD-1 Inhibition in Advanced Myeloproliferative Neoplasms,PD-1 Inhibition in Advanced Myeloproliferative Neoplasms,0,0,1,0,,,0,,0,9
NCT03066778,Phase 3,02/05/2017,Actual,pembrolizumab,"A Phase 3 Randomized, Double-Blind, Placebo-controlled Trial of Pembrolizumab (MK-3475/SCH900475) in Combination With Etoposide/Platinum (Cisplatin or Carboplatin) for the First-line Treatment of Subjects With Extensive Stage Small Cell Lung Cancer (KEYNOTE-604)",A Study of Pembrolizumab (MK-3475) in Combination With Etoposide/Platinum (Cisplatin or Carboplatin) for Participants With Extensive Stage Small Cell Lung Cancer (MK-3475-604/KEYNOTE-604),0,172,2,0,38,,2,792,128,678
NCT03068455,Phase 3,11/04/2017,Actual,nivolumab,"A Phase 3, Randomized Study of Adjuvant Immunotherapy With Nivolumab Combined With Ipilimumab Versus Nivolumab Monotherapy After Complete Resection of Stage IIIb/c/d or Stage IV Melanoma",An Investigational Immuno-therapy Study of Nivolumab Combined With Ipilimumab Compared to Nivolumab by Itself After Complete Surgical Removal of Stage IIIb/c/d or Stage IV Melanoma,2,16,10,,88,,,1494,2130,3636
NCT03069352,Phase 3,23/05/2017,Actual,venetoclax,"A Randomized, Double-Blind, Placebo Controlled Phase 3 Study of Venetoclax Co-Administered With Low Dose Cytarabine Versus Low Dose Cytarabine in Treatment Na��ve Patients With Acute Myeloid Leukemia Who Are Ineligible for Intensive Chemotherapy",A Study of Venetoclax in Combination With Low Dose Cytarabine Versus Low Dose Cytarabine Alone in Treatment Naive Patients With Acute Myeloid Leukemia Who Are Ineligible for Intensive Chemotherapy,,118,6,,,,,,,298
NCT03070392,Phase 2,16/10/2017,Actual,pembrolizumab,"A Phase II Randomized, Open-label, Multi-center Study of the Safety and Efficacy of IMCgp100 Compared With Investigator Choice in HLA-A*0201 Positive Patients With Previously Untreated Advanced Uveal Melanoma",Safety and Efficacy of IMCgp100 Versus Investigator Choice in Advanced Uveal Melanoma,2,0,0,0,,,0,,96,658
NCT03071094,Phase 1/Phase 2,27/07/2017,Actual,nivolumab,A Phase I/IIa Trial to Evaluate the Safety and Efficacy of the Combination of the Oncolytic Immunotherapy Pexa-Vec With the PD-1 Receptor Blocking Antibody Nivolumab in the First-line Treatment of Advanced Hepatocellular Carcinoma (HCC),A Trial to Evaluate the Safety and Efficacy of the Combination of the Oncolytic Immunotherapy Pexa-Vec With the PD-1 Receptor Blocking Antibody Nivolumab in the First-line Treatment of Advanced Hepatocellular Carcinoma (HCC),0,0,0,0,0,,0,6,36,6
NCT03071406,Phase 2,14/03/2017,Actual,nivolumab,"A Phase 2, Randomized, Multi-institutional Study of Nivolumab and Ipilimumab Versus Nivolumab, Ipilimumab and Stereotactic Body Radiation Therapy for Metastatic Merkel Cell Carcinoma",Randomized Study of Nivolumab+Ipilimumab+/- SBRT for Metastatic Merkel Cell Carcinoma,0,0,0,0,0,,0,100,0,100
NCT03072160,Phase 2,16/06/2017,Actual,pembrolizumab,Phase II Trial of Pembrolizumab in Recurrent or Metastatic Medullary Thyroid Cancer,Pembrolizumab in Recurrent or Metastatic Medullary Thyroid Cancer,0,0,4,0,2,,0,28,8,26
NCT03073525,Phase 2,31/05/2017,Actual,atezolizumab,"A Randomized, Intra-patient Crossover, Safety, Biomarker and Anti-Tumor Activity Assessment of the Combination of Atezolizumab and Vigil in Patients With Advanced Gynecological Cancers (A Companion Study to CL-PTL-119)",A Trial of Atezolizumab and Vigil in Patients With Advanced Gynecological Cancers,0,2,6,0,,,0,,0,40
NCT03074318,Phase 1/Phase 2,28/09/2017,Actual,avelumab,A Phase I/II Trial Combining Avelumab and Trabectedin for Advanced Liposarcoma and Leiomyosarcoma,Avelumab and Trabectedin in Treating Patients With Liposarcoma or Leiomyosarcoma That is Metastatic or Cannot Be Removed by Surgery,4,8,0,0,0,,0,66,8,54
NCT03075527,Phase 2,10/04/2017,Actual,durvalumab,A Phase 2 Study of Durvalumab in Combination With Tremelimumab in Malignant Pleural Mesothelioma,A Phase 2 Study of Durvalumab in Combination With Tremelimumab in Malignant Pleural Mesothelioma,0,0,0,0,0,,0,18,2,18
NCT03075553,Phase 2,17/05/2017,Actual,nivolumab,"Phase 2 Single-Arm, Open-Label Study of Nivolumab in Patients With Relapsed or Refractory Peripheral T-Cell Lymphoma (PTCL)",Nivolumab in Treating Patients With Relapsed or Refractory Peripheral T-cell Lymphoma,0,0,1,0,,,0,,0,11
NCT03083808,Phase 2,20/03/2017,Actual,pembrolizumab,A Phase II Trial of Chemotherapy Plus Pembrolizumab in Patients With Advanced Non-Small Cell Lung Cancer (NSCLC) Previously Treated With PD-1 or PD-L1 Inhibitor: Big Ten Cancer Research Consortium BTCRC-LUN15-029,Phase II Trial of Continuation Therapy in Advanced NSCLC,0,0,8,0,,,0,,1,26
NCT03085914,Phase 1/Phase 2,02/05/2017,Actual,pembrolizumab,"A Phase 1/2, Open-Label, Safety, Tolerability, and Efficacy Study of Epacadostat in Combination With Pembrolizumab and Chemotherapy in Subjects With Advanced or Metastatic Solid Tumors (ECHO-207/KEYNOTE-723)",A Study of Epacadostat in Combination With Pembrolizumab and Chemotherapy in Participants With Advanced or Metastatic Solid Tumors (ECHO-207/KEYNOTE-723),,6,12,2,2,,,144,4,110
NCT03087019,Phase 2,25/04/2017,Actual,pembrolizumab,A Phase II Trial of Pembrolizumab With or Without Radiation in Patients With Recurrent or Metastatic Adenoid Cystic Carcinoma,Pembrolizumab With or Without Radiation in Patients With Recurrent or Metastatic Adenoid Cystic Carcinoma,0,2,2,0,,,0,,2,36
NCT03089606,Phase 2,19/04/2017,Actual,pembrolizumab,Pembrolizumab in Systemic Treatment-Na��ve Distant Metastatic Melanoma and Exploration of Use of Baseline 11C-methyl-L-tryptophan (C11-AMT) PET Imaging as a Predictive Imaging Biomarker of Antitumor Response,Pembrolizumab TX-naive Distant Mets Melanoma and Use of (C11-AMT) PET at Baseline as Imaging Biomarker,0,0,1,0,0,,0,27,0,26
NCT03090737,Phase 2,02/06/2017,Actual,nivolumab,"An Open-label, Single-arm Phase II Safety Study of Nivolumab in Participants With Advanced or Metastatic Non-small Cell Lung Cancer Who Have Progressed During or After Receiving at Least One Prior Systemic Regimen (CheckMate 907: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 907)",Safety Study of Nivolumab to Treat Advanced or Metastatic Non-small Cell Lung Cancer,0,26,3,0,1,,0,41,92,95
NCT03091478,Phase 2,12/04/2017,Actual,pembrolizumab,Pembrolizumab in Patients With Leptomeningeal Disease,Pembrolizumab in Patients With Leptomeningeal Disease,0,2,0,0,0,,0,11,4,9
NCT03093428,Phase 2,09/06/2017,Actual,pembrolizumab,"A Randomized, Phase II Study Evaluating the Addition of Pembrolizumab (MK-3475) to Radium-223 in Metastatic Castration Resistant Prostate Cancer (mCRPC)",Study Evaluating the Addition of Pembrolizumab to Radium-223 in mCRPC,0,2,0,0,,,0,,4,78
NCT03094637,Phase 2,06/11/2017,Actual,pembrolizumab,A Phase II Study of the Combination of Azacitidine and Pembrolizumab for Patients With MDS,Azacitidine and Pembrolizumab in Treating Patients With Myelodysplastic Syndrome,0,0,0,0,,,0,,4,70
NCT03095118,Phase 2,07/09/2017,Actual,daratumumab,Single-center Phase 2 Open-label Trial Evaluating Efficacy and Safety of Daratumumab in Treatment of Patients With Proliferative Glomerulonephritis With Monoclonal Immune Deposits and C3 Glomerulopathy Associated With Monoclonal Gammopathy,Daratumumab in Treatment of PGNMID and C3 GN,0,1,0,0,,,0,,0,11
NCT03098550,Phase 1/Phase 2,15/06/2017,Actual,daratumumab,Phase 1/2 Study to Evaluate the Safety and Preliminary Efficacy of Nivolumab Combined With Daratumumab in Participants With Advanced or Metastatic Solid Tumors,"A Study to Test the Safety and Effectiveness of Nivolumab Combined With Daratumumab in Patients With Pancreatic, Non-Small Cell Lung or Triple Negative Breast Cancers, That Have Advanced or Have Spread",,,,,2,,,88,120,
NCT03099161,Phase 1,27/06/2017,Actual,pembrolizumab,A Phase Ib/II Study to Evaluate the Safety and Tolerability of Preladenant as a Single Agent and in Combination With Pembrolizumab in Subjects With Advanced Malignancies,Study of Preladenant (MK-3814) Alone and With Pembrolizumab (MK-3475) in Participants With Advanced Solid Tumors (MK-3814A-062),0,0,0,0,,,0,,0,20
NCT03101566,Phase 2,08/09/2017,Actual,nivolumab,A Multi-Center Randomized Phase II Study of Nivolumab in Combination With Gemcitabine/Cisplatin or Ipilimumab as First Line Therapy for Patients With Advanced Unresectable Biliary Tract Cancer [CA209-9FC],Study of Nivolumab in Combination With Gemcitabine/Cisplatin or Ipilimumab for Patients With Advanced Unresectable Biliary Tract Cancer,0,8,16,0,14,,2,134,6,120
NCT03102242,Phase 2,01/11/2017,Actual,atezolizumab,Phase II Trial of Induction Immunotherapy With Atezolizumab for Patients With Unresectable Stage IIIA and IIIB NSCLC Eligible for Chemoradiotherapy With Curative Intent.,Atezolizumab Immunotherapy in Patients With Advanced NSCLC,0,4,9,0,0,,0,61,1,49
NCT03115801,Phase 2,30/11/2016,Actual,nivolumab,A Phase II Randomized Controlled Trial of Programmed Death -1/Programmed Death Ligand-1(PD-1/PDL-1) Axis Blockade Versus PD-1/PDL-1 Axis Blockade Plus Radiotherapy in Metastatic Genitourinary (Renal/Urothelial) Malignancies,A Phase II Randomized Trial of Immunotherapy Plus Radiotherapy in Metastatic Genitourinary Cancers,,,,,2,,,6,4,
NCT03117049,Phase 3,13/06/2017,Actual,ono-4538,"A Multicenter, Randomized, Double-Blind Trial in Subjects With Non-Squamous Non-Small Cell Lung Cancer (TASUKI-52)",Study of ONO-4538 in Non-Squamous Non-Small Cell Lung Cancer (TASUKI-52),0,1100,0,0,,,0,,0,0
NCT03120676,Phase 2,14/04/2017,Actual,atezolizumab,A Phase II Study of Atezolizumab in Relapsed or Refractory Hodgkin Lymphoma,Study of Atezolizumab in Relapsed or Refractory Hodgkin Lymphoma,0,0,0,0,,,0,,1,2
NCT03121534,Phase 2,22/06/2017,Actual,nivolumab,"A Phase II Study of Ibrutinib, Nivolumab and Blinatumomab in Richter Transformation","Ibrutinib, Nivolumab and Blinatumomab in Richter Transformation",0,0,1,0,,,0,,1,7
NCT03122509,Phase 2,24/04/2017,Actual,durvalumab,Phase II Study to Assess the Efficacy of Durvalumab (MEDI4736) and Tremelimumab Plus Radiotherapy or Ablation in Patients With Metastatic Colorectal Cancer,"A Clinical Trial of Durvalumab and Tremelimumab, Administered With Radiation Therapy or Ablation in Patients With Colorectal Cancer",0,8,2,0,2,,0,48,2,38
NCT03122548,Phase 2,14/08/2017,Actual,pembrolizumab,"A Phase 2, Open-label Evaluation of CRS-207 and Pembrolizumab in Adults With Recurrent or Metastatic Gastric, Gastroesophageal Junction, or Esophageal Adenocarcinomas","Safety and Efficacy of CRS-207 With Pembrolizumab in Gastric, Gastroesophageal Junction or Esophageal Cancers",0,1,0,0,1,,0,3,2,3
NCT03123055,Phase 1/Phase 2,20/04/2017,Actual,pembrolizumab,"A Multi-Center, Open-Label Phase 1b/2 Study of a Novel FGFR3 Inhibitor (B-701) Combined With Pembrolizumab in Subjects With Locally Advanced or Metastatic Urothelial Carcinoma Who Have Progressed Following Platinum-based Chemotherapy",A Study of B-701 in Combination With Pembrolizumab in Treatment of Locally Advanced or Metastatic Urothelial Cell Carcinoma,0,0,1,0,,,0,,0,27
NCT03126110,Phase 1/Phase 2,25/04/2017,Actual,nivolumab,"A Phase 1/2 Study Exploring the Safety, Tolerability, and Efficacy of INCAGN01876 in Combination With Immune Therapies in Subjects With Advanced or Metastatic Malignancies","Phase 1/2 Study Exploring the Safety, Tolerability, and Efficacy of INCAGN01876 Combined With Immune Therapies in Advanced or Metastatic Malignancies",,,,,16,,,268,6,
NCT03130959,Phase 2,12/06/2017,Actual,nivolumab,Phase Ib /II Clinical Trial of Nivolumab Monotherapy and Nivolumab in Combination With Ipilimumab in Pediatric Subjects With High Grade Primary CNS Malignancies,A Study to Evaluate the Safety and Efficacy of Nivolumab Monotherapy and Nivolumab in Combination With Ipilimumab in Pediatric Participants With High Grade Primary Central Nervous System (CNS) Malignancies,2,20,18,0,28,,,148,184,264
NCT03132467,Early Phase 1,13/06/2017,Actual,durvalumab,"A Pilot Pre-Surgical Study Evaluating Anti-PD-L1 Antibody (Durvalumab [MEDI4736]) Plus Anti-CTLA-4 Antibody (Tremelimumab) in Patients With Hormone Receptor Positive, HER2 Negative Breast Cancer","Durvalumab and Tremelimumab Before Surgery in Treating Patients With Hormone Receptor Positive, HER2 Negative Stage II-III Breast Cancer",0,1,0,0,0,,0,8,0,7
NCT03135262,Phase 1/Phase 2,15/06/2017,Actual,venetoclax,A Phase Ib/II Study Evaluating the Safety and Efficacy of Obinutuzumab in Combination With Idasanutlin and Venetoclax in Patients With Relapsed or Refractory Follicular Lymphoma and Obinutuzumab or Rituximab in Combination With Idasanutlin and Venetoclax in Patients With Relapsed or Refractory Diffuse Large B-Cell Lymphoma,A Study of Obinutuzumab in Combination With Idasanutlin and Venetoclax in Participants With Relapsed or Refractory (R/R) Follicular Lymphoma (FL) or Rituximab in Combination With Idasanutlin and Venetoclax in Participants With R/R Diffuse Large B-Cell Lymphoma (DLBCL),0,10,2,0,0,,4,58,0,42
NCT03136055,Phase 2,20/06/2017,Actual,pembrolizumab,A Pilot Study of Pembrolizumab-based Therapy in Previously Treated High Grade Neuroendocrine Carcinomas,Pembrolizumab-based Therapy in Previously Treated High Grade Neuroendocrine Carcinomas,0,10,4,0,6,,0,64,4,56
NCT03138499,Phase 3,26/06/2017,Actual,nivolumab,"Randomized, Open-label, Phase 3 Trial of Nivolumab Plus Brentuximab Vedotin Versus Brentuximab Vedotin Alone in Participants With Relapsed Refractory or Ineligible for Autologous Stem Cell Transplant (ASCT) Advanced Stage Classical Hodgkin Lymphoma (CheckMate 812: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 812)","A Study of Nivolumab Plus Brentuximab Vedotin Versus Brentuximab Vedotin Alone in Patients With Advanced Stage Classical Hodgkin Lymphoma, Who Are Relapsed/ Refractory or Who Are Not Eligible for Autologous Stem Cell Transplant,",,4,10,2,10,,,40,4,22
NCT03138889,Phase 1/Phase 2,09/06/2017,Actual,atezolizumab,"A Phase 1/2, Open-Label, Multicenter Study to Investigate the Safety and Preliminary Efficacy of Combined Bempegaldesleukin (NKTR-214) and Pembrolizumab With or Without Chemotherapy in Patients With Locally Advanced or Metastatic Solid Tumors",Bempegaldesleukin and Pembrolizumab With or Without Chemotherapy in Locally Advanced or Metastatic Solid Tumors,0,2,14,0,10,,0,288,32,302
NCT03141177,Phase 3,22/08/2017,Actual,nivolumab,"A Phase 3, Randomized, Open-Label Study of Nivolumab Combined With Cabozantinib Versus Sunitinib in Participants With Previously Untreated Advanced or Metastatic Renal Cell Carcinoma",A Study of Nivolumab Combined With Cabozantinib Compared to Sunitinib in Previously Untreated Advanced or Metastatic Renal Cell Carcinoma,10,102,10,0,180,,0,638,712,1152
NCT03142334,Phase 3,09/06/2017,Actual,pembrolizumab,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Clinical Trial of Pembrolizumab (MK-3475) as Monotherapy in the Adjuvant Treatment of Renal Cell Carcinoma Post Nephrectomy (KEYNOTE-564)",Safety and Efficacy Study of Pembrolizumab (MK-3475) as Monotherapy in the Adjuvant Treatment of Renal Cell Carcinoma Post Nephrectomy (MK-3475-564/KEYNOTE-564),24,276,24,0,268,,26,1550,310,1498
NCT03157089,Phase 2,02/11/2017,Actual,pembrolizumab,"LUX-Lung IO: A Phase II, Open Label, Non-randomised Study of Afatinib in Combination With Pembrolizumab in Patients With Locally Advanced or Metastatic Squamous Cell Carcinoma of the Lung",Testing Afatinib in Combination With Pembrolizumab in Patients With Squamous Cell Carcinoma of the Lung,0,10,0,0,,,0,,10,28
NCT03158272,Phase 1,25/05/2017,Actual,nivolumab,"A Phase 1 Study of Cabiralizumab (BMS-986227, FPA008) Administered Alone or in Combination With Nivolumab (BMS-936558) in Advanced Malignancies",A Study of Cabiralzumab Given by Itself or With Nivolumab in Advanced Cancer or Cancer That Has Spread,0,38,0,0,0,,0,38,0,0
NCT03158688,Phase 3,13/06/2017,Actual,daratumumab,"A Randomized, Open-label, Phase 3 Study Comparing Carfilzomib, Dexamethasone, and Daratumumab to Carfilzomib and Dexamethasone for the Treatment of Patients With Relapsed or Refractory Multiple Myeloma","Study of Carfilzomib, Daratumumab and Dexamethasone for Patients With Relapsed and/or Refractory Multiple Myeloma.",,132,18,,16,,,924,42,732
NCT03162224,Phase 1/Phase 2,26/06/2017,Actual,durvalumab,"A Phase 1b/2a, Multi-Center Open-Label Study to Evaluate the Safety and Efficacy of Combination Treatment With MEDI0457 (INO-3112) and Durvalumab (MEDI4736) in Patients With Recurrent/Metastatic HPV Associated Head and Neck Squamous Cancer",Safety and Efficacy of MEDI0457 and Durvalumab in Participants With Human Papilloma Virus (HPV) Associated Recurrent/Metastatic Head and Neck Cancer,0,0,2,2,0,,0,70,0,66
NCT03163992,Phase 2,26/12/2017,Actual,pembrolizumab,Pembrolizumab in HCC,Pembrolizumab in Advanced Hepatocellular Carcinoma as Second-line Treatment After Failure of Sorafenib,0,60,0,0,0,,0,60,0,0
NCT03164616,Phase 3,01/06/2017,Actual,durvalumab,"A Phase III, Randomized, Multi-Center, Open-Label, Comparative Global Study to Determine the Efficacy of Durvalumab or Durvalumab and Tremelimumab in Combination With Platinum-Based Chemotherapy for First-Line Treatment in Patients With Metastatic Non Small-Cell Lung Cancer (NSCLC) (POSEIDON)",Study of Durvalumab + Tremelimumab With Chemotherapy or Durvalumab With Chemotherapy or Chemotherapy Alone for Patients With Lung Cancer (POSEIDON).,76,700,40,4,320,,,1780,,1132
NCT03164772,Phase 1/Phase 2,20/12/2017,Actual,durvalumab,A Phase 1/2 Study of Combination Immunotherapy and mRNA Vaccine in Subjects With Non-small Cell Lung Cancer (NSCLC),Phase 1/2 Study of Combination Immunotherapy and Messenger Ribonucleic Acid (mRNA) Vaccine in Subjects With NSCLC,0,4,18,0,6,,0,94,22,84
NCT03168438,Phase 1,18/08/2017,Actual,pembrolizumab,"Open-Label Pilot Study to Assess the Safety, Tolerability and Antitumor Activity of Genetically Engineered NY-ESO-1 Specific (c259) T Cells Alone or in Combination With Pembrolizumab in HLA-A2+ Subjects With NY-ESO-1 and/or LAGE-1a Positive Relapsed and Refractory Multiple Myeloma",Letetresgene Autoleucel Engineered T Cells Alone and in Combination With Pembrolizumab in NY-ESO-1 Positive Multiple Myeloma,,,,,,,,,,12
